loss,accuracy,val_loss,val_accuracy
1.606270670890808,0.41901999711990356,1.2716790437698364,0.5450999736785889
1.1586800813674927,0.5923600196838379,1.1440001726150513,0.5975000262260437
0.9584840536117554,0.664080023765564,0.9997859597206116,0.6500999927520752
0.8133432865142822,0.7161399722099304,0.8584553599357605,0.7056999802589417
0.7026548385620117,0.7562599778175354,0.8495201468467712,0.7110999822616577
0.5974572896957397,0.7916799783706665,0.8498125076293945,0.7184000015258789
0.4869665503501892,0.8296999931335449,0.8375966548919678,0.7276999950408936
0.38692766427993774,0.8648399710655212,0.8803345561027527,0.7195000052452087
0.28977084159851074,0.9017800092697144,0.9572267532348633,0.7279000282287598
0.20361250638961792,0.9321600198745728,1.0995134115219116,0.7152000069618225
0.14216157793998718,0.9538599848747253,1.186672329902649,0.7188000082969666
0.09839504212141037,0.9686200022697449,1.3690590858459473,0.718500018119812
0.07777639478445053,0.9755200147628784,1.4118878841400146,0.7148000001907349
0.07269035279750824,0.9762799739837646,1.4827224016189575,0.7240999937057495
0.06656261533498764,0.9778599739074707,1.6781705617904663,0.7110999822616577
0.059890083968639374,0.9802799820899963,1.6720662117004395,0.7160999774932861
0.05291035771369934,0.9821599721908569,1.7324732542037964,0.7177000045776367
0.05082065612077713,0.9830999970436096,1.7849292755126953,0.7138000130653381
0.05023873597383499,0.9827799797058105,1.8975462913513184,0.7172999978065491
0.05305501073598862,0.982479989528656,1.9307610988616943,0.708899974822998
0.05138318985700607,0.9823600053787231,1.9246416091918945,0.7124000191688538
0.046012189239263535,0.9846600294113159,1.9866292476654053,0.7170000076293945
0.03931955248117447,0.9866799712181091,2.081799030303955,0.7152000069618225
0.041261300444602966,0.9857800006866455,2.14268159866333,0.7059000134468079
0.04397529363632202,0.9850000143051147,2.1477227210998535,0.722000002861023
