loss,accuracy,val_loss,val_accuracy
1.494941234588623,0.4556800127029419,1.21905517578125,0.5600000023841858
1.10472571849823,0.6076599955558777,1.01662015914917,0.6340000033378601
0.9309056997299194,0.6715199947357178,0.9231483340263367,0.680400013923645
0.8124665021896362,0.71670001745224,0.8664677739143372,0.7020999789237976
0.728207528591156,0.7452999949455261,0.8605539798736572,0.705299973487854
0.6624311804771423,0.76801997423172,0.8083983063697815,0.724399983882904
0.6059406399726868,0.7892400026321411,0.8032668232917786,0.7332000136375427
0.5580971240997314,0.8043400049209595,0.7973272204399109,0.7355999946594238
0.5085199475288391,0.8215399980545044,0.8214676976203918,0.7373999953269958
0.46631163358688354,0.8355200290679932,0.8328354358673096,0.7378000020980835
0.42020371556282043,0.8538600206375122,0.8825427889823914,0.7355999946594238
0.3864726126194,0.8651800155639648,0.9061928987503052,0.7355999946594238
0.3463681936264038,0.8788999915122986,0.9538369178771973,0.7286999821662903
0.3119303584098816,0.89274001121521,0.9750230312347412,0.7328000068664551
0.27962830662727356,0.901419997215271,1.0733484029769897,0.7343000173568726
0.25210604071617126,0.9107000231742859,1.1549108028411865,0.7263000011444092
0.22644764184951782,0.9208599925041199,1.2628765106201172,0.7179999947547913
0.19890670478343964,0.9297599792480469,1.3332279920578003,0.7226999998092651
0.1854645311832428,0.9347000122070312,1.5228145122528076,0.7071999907493591
0.16289368271827698,0.9416999816894531,1.5566706657409668,0.7129999995231628
0.14924795925617218,0.947160005569458,1.625443696975708,0.7138000130653381
0.14490070939064026,0.9476000070571899,1.730897068977356,0.7145000100135803
0.1247670128941536,0.956279993057251,1.794547438621521,0.7142999768257141
0.12606115639209747,0.9557600021362305,1.9139474630355835,0.7145000100135803
0.11121837049722672,0.9609599709510803,1.9681172370910645,0.7179999947547913
