loss,accuracy,val_loss,val_accuracy
1.7354919910430908,0.3648200035095215,1.4746174812316895,0.4713999927043915
1.3251237869262695,0.527679979801178,1.220470905303955,0.5626999735832214
1.1618388891220093,0.5895599722862244,1.1245826482772827,0.6017000079154968
1.0323069095611572,0.6368600130081177,1.004253625869751,0.6449000239372253
0.941318154335022,0.6711000204086304,1.0128414630889893,0.6438000202178955
0.8482617139816284,0.7043600082397461,0.9007528424263,0.6873000264167786
0.7607512474060059,0.7339199781417847,0.8807684779167175,0.6970000267028809
0.6864404082298279,0.7612400054931641,0.8155746459960938,0.7225000262260437
0.6197088956832886,0.7824000120162964,0.802541196346283,0.7261999845504761
0.533937931060791,0.8147799968719482,0.8331016898155212,0.7260000109672546
0.4610653817653656,0.8379999995231628,0.8641099333763123,0.7210000157356262
0.3781905770301819,0.8671000003814697,0.8791285157203674,0.7335000038146973
0.31363803148269653,0.8911399841308594,0.9410486221313477,0.7251999974250793
0.25023096799850464,0.9139999747276306,0.9945595860481262,0.7279000282287598
0.1870366632938385,0.9372199773788452,1.104209542274475,0.7228000164031982
0.1545378863811493,0.9473000168800354,1.2087790966033936,0.72079998254776
0.1275000125169754,0.9567199945449829,1.2390886545181274,0.7287999987602234
0.09853339195251465,0.9668200016021729,1.3523280620574951,0.7195000052452087
0.09556426107883453,0.9674999713897705,1.3863554000854492,0.7264999747276306
0.07894670218229294,0.9729800224304199,1.5059643983840942,0.7213000059127808
0.0801606997847557,0.9725000262260437,1.531548023223877,0.7174000144004822
0.07228180766105652,0.9749600291252136,1.678696632385254,0.7106000185012817
0.0688747763633728,0.9760599732398987,1.6708171367645264,0.725600004196167
0.06724195927381516,0.9765599966049194,1.7108867168426514,0.7221999764442444
0.05653854459524155,0.9810799956321716,1.8026955127716064,0.7204999923706055
