time,train.loss,train.accuracy,train.time,val.loss,val.accuracy,val.time
2021-12-24 15:28:04.522508+00:00,1.6901353405564643,0.3730898337595908,0.01670318841934204,1.5134857727002493,0.44026898734177217,0.002032929345181114
2021-12-24 15:28:20.718662+00:00,1.4410194253067836,0.47146339514066493,0.016454660400901874,1.2806216327449944,0.5424248417721519,0.0018522206105683978
2021-12-24 15:28:37.038615+00:00,1.2431872087671323,0.5555786445012787,0.016403898135902956,1.2077396896821033,0.583564082278481,0.0019181433476899799
2021-12-24 15:28:53.884652+00:00,1.0786016075812337,0.6196171675191816,0.016801788634860638,1.0564260422428953,0.6367681962025317,0.0019199220757735403
2021-12-24 15:29:10.109535+00:00,0.9841480250553707,0.6592551150895141,0.01658758920492585,0.9852304752868942,0.6566455696202531,0.0018972189802872507
2021-12-24 15:29:26.548103+00:00,0.911861483703184,0.6818654092071611,0.016475775192693335,0.8688705269294449,0.6954113924050633,0.0021306840996993216
2021-12-24 15:29:43.109270+00:00,0.8724442616752957,0.6948649296675191,0.016740554386807473,0.8760697192783597,0.7044106012658228,0.001887130109887374
2021-12-24 15:30:00.098549+00:00,0.8360949597700172,0.7105338874680307,0.016957599477669626,0.8229707343668877,0.7186511075949367,0.001907571365958766
2021-12-24 15:30:16.918301+00:00,0.8096475675892647,0.7205322890025575,0.01696407057575344,0.8217825768869135,0.7220134493670886,0.0018959202264484606
2021-12-24 15:30:34.326318+00:00,0.7741161783790345,0.7336437020460358,0.017338249486746247,0.7934046749827228,0.7354628164556962,0.0018588492744847347
2021-12-24 15:30:53.120130+00:00,0.7563414745166174,0.7395140664961636,0.017625787208989722,0.7650881292699259,0.7467365506329114,0.002188886466779207
2021-12-24 15:31:10.681182+00:00,0.7421441478345095,0.7437859654731458,0.017289478139779,0.7688288967820662,0.7464398734177216,0.0019571812529312936
2021-12-24 15:31:27.358081+00:00,0.7359675418995225,0.749524456521739,0.017163405098865943,0.7358557653578022,0.75,0.0018878955590097529
2021-12-24 15:31:44.577674+00:00,0.7203707917571982,0.7553308823529412,0.016843564731558573,0.8044298510008221,0.7364517405063291,0.0019573506556059186
2021-12-24 15:32:02.540836+00:00,0.7028829398972299,0.7614649936061382,0.017220453503205606,0.7831546796273582,0.7387262658227848,0.0020254191599394147
2021-12-24 15:32:20.177777+00:00,0.688011038867409,0.7650735294117648,0.017335785418441614,0.7586946351618706,0.7558346518987342,0.0018642827084189967
2021-12-24 15:32:37.522359+00:00,0.6736955992553545,0.7695931905370844,0.016796991997158405,0.7387938461726224,0.7487143987341772,0.0018982071625558955
2021-12-24 15:32:54.300276+00:00,0.6681032878968417,0.7715273337595908,0.017214629453482087,0.7216759267487104,0.7558346518987342,0.001852320997338546
2021-12-24 15:33:11.179965+00:00,0.6588316450795859,0.7730618606138107,0.016894521172513666,0.7156199673308602,0.7614715189873418,0.0019232693471406635
2021-12-24 15:33:27.847880+00:00,0.6553172501914032,0.776826246803069,0.016894414252841595,0.733219823505305,0.7534612341772152,0.0019596124950208163
2021-12-24 15:33:44.579988+00:00,0.6505288124999122,0.7774216751918159,0.016762546042806095,0.7294211779968648,0.7600870253164557,0.0018214928476434004
2021-12-24 15:34:01.587249+00:00,0.6367911346580671,0.7817934782608695,0.017109566742611916,0.7122994121871417,0.7675039556962026,0.0018503383586281224
2021-12-24 15:34:18.330745+00:00,0.6370434449304401,0.7812779731457801,0.016791689027216016,0.6942960510525522,0.7753164556962026,0.0018519539582101923
2021-12-24 15:34:35.131450+00:00,0.6334193489893013,0.7855698529411764,0.01662955456173297,0.7079714608343342,0.7734375,0.0019437356999045924
2021-12-24 15:34:52.134713+00:00,0.6260032324534853,0.7871643222506394,0.017110708448075756,0.712308372123332,0.7647349683544303,0.0019679885161550423

